pct,pollscore,methodology,transparency_score,hypothetical
1,-0.3,Online Panel,3,FALSE
51,-0.3,Online Panel,3,FALSE
48,-0.3,Online Panel,3,FALSE
51,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
1,-0.3,Online Panel,3,FALSE
1,-0.3,Online Panel,3,FALSE
52,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
52,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
1,-0.3,Online Panel,3,FALSE
1,-0.3,Online Panel,3,FALSE
53,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
45,-0.7,Live Phone,3,TRUE
46,-0.7,Live Phone,3,TRUE
3,-0.7,Live Phone,3,TRUE
1,-0.7,Live Phone,3,TRUE
46,-0.7,Live Phone,3,FALSE
47,-0.7,Live Phone,3,FALSE
46,-1.1,Online Panel,9,FALSE
45,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
46,-1.1,Online Panel,9,FALSE
39,-1.1,Online Panel,9,TRUE
36,-1.1,Online Panel,9,TRUE
7,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
44,-1.1,Online Panel,9,TRUE
42,-1.1,Online Panel,9,TRUE
6,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
48,0.6,Text-to-Web/Online Ad,5,FALSE
43,0.6,Text-to-Web/Online Ad,5,FALSE
45,0.2,Live Phone,1,FALSE
52,0.2,Live Phone,1,FALSE
48,-0.8,Online Panel,9,FALSE
49,-0.8,Online Panel,9,FALSE
47,-0.8,Online Panel,9,TRUE
45,-0.8,Online Panel,9,TRUE
4,-0.8,Online Panel,9,TRUE
1,-0.8,Online Panel,9,TRUE
1,-0.8,Online Panel,9,TRUE
0,-0.8,Online Panel,9,TRUE
48,-0.8,Online Panel,9,FALSE
48,-0.8,Online Panel,9,FALSE
1,-0.8,Online Panel,9,FALSE
1,-0.8,Online Panel,9,FALSE
1,-0.8,Online Panel,9,FALSE
46,-0.8,Online Panel,9,TRUE
50,-0.8,Online Panel,9,TRUE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
50,0,Online Panel,9,FALSE
46,0,Online Panel,9,FALSE
50,0,Online Panel,9,FALSE
46,0,Online Panel,9,FALSE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
45,-0.1,Online Panel,6,TRUE
40,-0.1,Online Panel,6,TRUE
5,-0.1,Online Panel,6,TRUE
47,-0.1,Online Panel,6,FALSE
42,-0.1,Online Panel,6,FALSE
43,-1.1,Online Panel,9,FALSE
42.5,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
43,-1.1,Online Panel,9,TRUE
41,-1.1,Online Panel,9,TRUE
3,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
0.5,-1.1,Online Panel,9,TRUE
48,-1.1,Online Panel,9,TRUE
46,-1.1,Online Panel,9,TRUE
2,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
48,-1.1,Online Panel,9,FALSE
42,-1.1,Online Panel,9,FALSE
51,-1.1,Online Panel,9,FALSE
46,-1.1,Online Panel,9,FALSE
45,-1.1,Online Panel,9,TRUE
40,-1.1,Online Panel,9,TRUE
4,-1.1,Online Panel,9,TRUE
0.5,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
49,-1.1,Online Panel,9,TRUE
45,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
44,-1.1,Online Panel,9,FALSE
43.5,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
48,-1.1,Online Panel,9,FALSE
44,-1.1,Online Panel,9,TRUE
41.5,-1.1,Online Panel,9,TRUE
5,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0.5,-1.1,Online Panel,9,TRUE
47,-1.1,Online Panel,9,TRUE
46,-1.1,Online Panel,9,TRUE
4,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
42,0,IVR/Text-to-Web,4,TRUE
45,0,IVR/Text-to-Web,4,TRUE
0,0,IVR/Text-to-Web,4,TRUE
6,0,IVR/Text-to-Web,4,TRUE
1,0,IVR/Text-to-Web,4,TRUE
44,0,IVR/Text-to-Web,4,FALSE
49,0,IVR/Text-to-Web,4,FALSE
45,0,IVR/Text-to-Web,4,TRUE
48,0,IVR/Text-to-Web,4,TRUE
1,0,IVR/Text-to-Web,4,TRUE
2,0,IVR/Text-to-Web,4,TRUE
1,0,IVR/Text-to-Web,4,TRUE
47,0,IVR/Text-to-Web,4,FALSE
51,0,IVR/Text-to-Web,4,FALSE
53.6,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
46.4,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
51,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
40.2,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
3.4,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.2,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.3,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.2,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
46.4,-0.4,Online Panel,3,FALSE
44.1,-0.4,Online Panel,3,FALSE
48.4,-0.4,Online Panel,3,FALSE
46,-0.4,Online Panel,3,FALSE
43.7,-0.4,Online Panel,3,TRUE
41.9,-0.4,Online Panel,3,TRUE
5.9,-0.4,Online Panel,3,TRUE
1.2,-0.4,Online Panel,3,TRUE
1.1,-0.4,Online Panel,3,TRUE
46.8,-0.4,Online Panel,3,TRUE
44.8,-0.4,Online Panel,3,TRUE
5.1,-0.4,Online Panel,3,TRUE
0.7,-0.4,Online Panel,3,TRUE
0.9,-0.4,Online Panel,3,TRUE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-0.4,Online Panel,5,FALSE
49,-0.4,Online Panel,5,FALSE
48,-0.4,Online Panel,5,TRUE
46,-0.4,Online Panel,5,TRUE
3,-0.4,Online Panel,5,TRUE
44,-1.1,Online Panel,9,FALSE
40,-1.1,Online Panel,9,FALSE
47,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
3,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
46,-1.3,Online Panel,10,FALSE
45,-1.3,Online Panel,10,FALSE
47,-1.3,Online Panel,10,FALSE
47,-1.3,Online Panel,10,FALSE
48,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
44,-0.1,Online Panel/Text-to-Web,6.5,TRUE
43,-0.1,Online Panel/Text-to-Web,6.5,TRUE
5,-0.1,Online Panel/Text-to-Web,6.5,TRUE
46,-0.1,Online Panel/Text-to-Web,6.5,FALSE
48,-0.1,Online Panel/Text-to-Web,6.5,FALSE
43,-0.1,Online Panel/Text-to-Web,6.5,TRUE
43,-0.1,Online Panel/Text-to-Web,6.5,TRUE
3,-0.1,Online Panel/Text-to-Web,6.5,TRUE
46,-0.1,Online Panel/Text-to-Web,6.5,FALSE
47,-0.1,Online Panel/Text-to-Web,6.5,FALSE
47,-0.1,Online Panel/Text-to-Web,6.5,TRUE
42,-0.1,Online Panel/Text-to-Web,6.5,TRUE
4,-0.1,Online Panel/Text-to-Web,6.5,TRUE
49,-0.1,Online Panel/Text-to-Web,6.5,FALSE
45,-0.1,Online Panel/Text-to-Web,6.5,FALSE
48,0.3,Live Phone,1.5,FALSE
45,0.3,Live Phone,1.5,FALSE
47,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
46,-1.1,Online Panel,9,TRUE
43,-1.1,Online Panel,9,TRUE
3,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
50,-0.6,Live Phone/Text-to-Web,9.5,FALSE
43,-0.6,Live Phone/Text-to-Web,9.5,FALSE
59,-0.3,Live Phone,2,TRUE
29,-0.3,Live Phone,2,TRUE
5,-0.3,Live Phone,2,TRUE
1,-0.3,Live Phone,2,TRUE
1,-0.3,Live Phone,2,TRUE
64,-0.3,Live Phone,2,FALSE
32,-0.3,Live Phone,2,FALSE
47.6,0.2,IVR/Text-to-Web,4,FALSE
48.7,0.2,IVR/Text-to-Web,4,FALSE
46.1,0.2,IVR/Text-to-Web,4,TRUE
46.4,0.2,IVR/Text-to-Web,4,TRUE
2.3,0.2,IVR/Text-to-Web,4,TRUE
1.4,0.2,IVR/Text-to-Web,4,TRUE
48.9,0.2,IVR/Text-to-Web,4,FALSE
49.3,0.2,IVR/Text-to-Web,4,FALSE
46.8,0.2,IVR/Text-to-Web,4,TRUE
48.1,0.2,IVR/Text-to-Web,4,TRUE
2.1,0.2,IVR/Text-to-Web,4,TRUE
1.4,0.2,IVR/Text-to-Web,4,TRUE
47.2,0.2,IVR/Text-to-Web,4,FALSE
47.4,0.2,IVR/Text-to-Web,4,FALSE
46.5,0.2,IVR/Text-to-Web,4,TRUE
45.1,0.2,IVR/Text-to-Web,4,TRUE
2.9,0.2,IVR/Text-to-Web,4,TRUE
0.6,0.2,IVR/Text-to-Web,4,TRUE
48.2,0.2,IVR/Text-to-Web,4,FALSE
47.2,0.2,IVR/Text-to-Web,4,FALSE
46.3,0.2,IVR/Text-to-Web,4,TRUE
45,0.2,IVR/Text-to-Web,4,TRUE
4.3,0.2,IVR/Text-to-Web,4,TRUE
1.2,0.2,IVR/Text-to-Web,4,TRUE
47.9,0.2,IVR/Text-to-Web,4,FALSE
45.2,0.2,IVR/Text-to-Web,4,FALSE
46.3,0.2,IVR/Text-to-Web,4,TRUE
42.4,0.2,IVR/Text-to-Web,4,TRUE
3.3,0.2,IVR/Text-to-Web,4,TRUE
1.8,0.2,IVR/Text-to-Web,4,TRUE
47,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
50,-0.3,Probability Panel,10,TRUE
43,-0.3,Probability Panel,10,TRUE
4,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
52,-0.3,Probability Panel,10,FALSE
47,-0.3,Probability Panel,10,FALSE
67,-0.3,Probability Panel,10,TRUE
27,-0.3,Probability Panel,10,TRUE
3,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
70,-0.3,Probability Panel,10,FALSE
29,-0.3,Probability Panel,10,FALSE
55,-0.3,Probability Panel,10,TRUE
38,-0.3,Probability Panel,10,TRUE
2,-0.3,Probability Panel,10,TRUE
1,-0.3,Probability Panel,10,TRUE
1,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
58,-0.3,Probability Panel,10,FALSE
41,-0.3,Probability Panel,10,FALSE
62,-0.3,Probability Panel,10,TRUE
33,-0.3,Probability Panel,10,TRUE
2,-0.3,Probability Panel,10,TRUE
1,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
64,-0.3,Probability Panel,10,FALSE
36,-0.3,Probability Panel,10,FALSE
49,-0.3,Probability Panel,10,TRUE
44,-0.3,Probability Panel,10,TRUE
2,-0.3,Probability Panel,10,TRUE
1,-0.3,Probability Panel,10,TRUE
1,-0.3,Probability Panel,10,TRUE
0,-0.3,Probability Panel,10,TRUE
52,-0.3,Probability Panel,10,FALSE
47,-0.3,Probability Panel,10,FALSE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
40.8,1.7,Online Panel,9,TRUE
36.7,1.7,Online Panel,9,TRUE
6.4,1.7,Online Panel,9,TRUE
1.2,1.7,Online Panel,9,TRUE
0.9,1.7,Online Panel,9,TRUE
44,1.7,Online Panel,9,TRUE
39.7,1.7,Online Panel,9,TRUE
5.6,1.7,Online Panel,9,TRUE
1.2,1.7,Online Panel,9,TRUE
0.6,1.7,Online Panel,9,TRUE
46.2,1.7,Online Panel,9,TRUE
41.6,1.7,Online Panel,9,TRUE
5.2,1.7,Online Panel,9,TRUE
1.2,1.7,Online Panel,9,TRUE
0.6,1.7,Online Panel,9,TRUE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
50,-0.6,IVR,7,TRUE
42,-0.6,IVR,7,TRUE
2,-0.6,IVR,7,TRUE
1,-0.6,IVR,7,TRUE
0,-0.6,IVR,7,TRUE
1,-0.6,IVR,7,TRUE
47,0.6,Text-to-Web/Online Ad,5,TRUE
42,0.6,Text-to-Web/Online Ad,5,TRUE
5,0.6,Text-to-Web/Online Ad,5,TRUE
51,-1.1,Online Panel,9,FALSE
48,-1.1,Online Panel,9,FALSE
49,-1.1,Online Panel,9,TRUE
47,-1.1,Online Panel,9,TRUE
2,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
47,-0.4,Live Phone/Online Panel,7,FALSE
44,-0.4,Live Phone/Online Panel,7,FALSE
45,-0.4,Live Phone/Online Panel,7,TRUE
42,-0.4,Live Phone/Online Panel,7,TRUE
6,-0.4,Live Phone/Online Panel,7,TRUE
2,-0.4,Live Phone/Online Panel,7,TRUE
0,-0.4,Live Phone/Online Panel,7,TRUE
2,-0.4,Live Phone/Online Panel,7,TRUE
44,-0.4,Online Panel,6,FALSE
47,-0.4,Online Panel,6,FALSE
43,-0.4,Online Panel,6,TRUE
44,-0.4,Online Panel,6,TRUE
5,-0.4,Online Panel,6,TRUE
1,-0.4,Online Panel,6,TRUE
1,-0.4,Online Panel,6,TRUE
41,-1.1,Online Panel,9,FALSE
54,-1.1,Online Panel,9,FALSE
44.6,-0.3,Online Panel,9,TRUE
49.5,-0.3,Online Panel,9,TRUE
2,-0.3,Online Panel,9,TRUE
0.7,-0.3,Online Panel,9,TRUE
0.5,-0.3,Online Panel,9,TRUE
45,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
3,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
46,-1.5,Live Phone,9,FALSE
48,-1.5,Live Phone,9,FALSE
47,-1.5,Live Phone,9,FALSE
48,-1.5,Live Phone,9,FALSE
42,-1.5,Live Phone,9,TRUE
45,-1.5,Live Phone,9,TRUE
6,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
44,-1.5,Live Phone,9,TRUE
46,-1.5,Live Phone,9,TRUE
4,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
43,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
5,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
43,0.4,Online Panel,9,TRUE
48,0.4,Online Panel,9,TRUE
3,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
46,0.4,Online Panel,9,TRUE
46,0.4,Online Panel,9,TRUE
2,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
45,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
4,0.4,Online Panel,9,TRUE
47,0.4,Online Panel,9,TRUE
40,0.4,Online Panel,9,TRUE
3,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
42,0.4,Online Panel,9,TRUE
43,0.4,Online Panel,9,TRUE
6,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
47,0.4,Online Panel,9,TRUE
41,0.4,Online Panel,9,TRUE
6,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
47,0.4,Online Panel,9,TRUE
2,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
46,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
4,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
48,0.4,Online Panel,9,TRUE
44,0.4,Online Panel,9,TRUE
3,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
49,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,FALSE
50,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,TRUE
42,-1.5,Live Phone,9,TRUE
6,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
2,-1.5,Live Phone,9,TRUE
47,-1.5,Live Phone,9,TRUE
43,-1.5,Live Phone,9,TRUE
5,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
1,-1.5,Live Phone,9,TRUE
47,0.6,Text-to-Web/Online Ad,6,FALSE
43,0.6,Text-to-Web/Online Ad,6,FALSE
51,-0.5,Online Panel,6,TRUE
44,-0.5,Online Panel,6,TRUE
2,-0.5,Online Panel,6,TRUE
0,-0.5,Online Panel,6,TRUE
0,-0.5,Online Panel,6,TRUE
49.3,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
50.7,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
46.8,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
47.4,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
2.8,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.3,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.3,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.2,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
52.3,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
47.7,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
48.3,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
43.5,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
4,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.3,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.5,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
0.2,-1.1,IVR/Online Panel/Text-to-Web,7,TRUE
47,-0.4,Online Panel,3,FALSE
46.1,-0.4,Online Panel,3,FALSE
47.2,-0.4,Online Panel,3,FALSE
47,-0.4,Online Panel,3,FALSE
45.3,-0.4,Online Panel,3,TRUE
43.1,-0.4,Online Panel,3,TRUE
6.1,-0.4,Online Panel,3,TRUE
0.9,-0.4,Online Panel,3,TRUE
0.9,-0.4,Online Panel,3,TRUE
46.2,-0.4,Online Panel,3,TRUE
44.8,-0.4,Online Panel,3,TRUE
5.9,-0.4,Online Panel,3,TRUE
0.8,-0.4,Online Panel,3,TRUE
0.7,-0.4,Online Panel,3,TRUE
47,-0.4,Online Panel,5,FALSE
49,-0.4,Online Panel,5,FALSE
45,-0.4,Online Panel,5,TRUE
46,-0.4,Online Panel,5,TRUE
5,-0.4,Online Panel,5,TRUE
47,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-1.5,Live Phone,9,FALSE
46,-1.5,Live Phone,9,FALSE
49,-1.5,Live Phone,9,FALSE
47,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,TRUE
42,-1.5,Live Phone,9,TRUE
5,-1.5,Live Phone,9,TRUE
2,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
1,-1.5,Live Phone,9,TRUE
46,-1.5,Live Phone,9,TRUE
44,-1.5,Live Phone,9,TRUE
4,-1.5,Live Phone,9,TRUE
1,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
44,-1.5,Live Phone,9,FALSE
51,-1.5,Live Phone,9,FALSE
46,-1.5,Live Phone,9,FALSE
50,-1.5,Live Phone,9,FALSE
41,-1.5,Live Phone,9,TRUE
47,-1.5,Live Phone,9,TRUE
5,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
2,-1.5,Live Phone,9,TRUE
44,-1.5,Live Phone,9,TRUE
47,-1.5,Live Phone,9,TRUE
4,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
0,-1.5,Live Phone,9,TRUE
47,0.1,Online Panel/Text-to-Web,5,FALSE
46,0.1,Online Panel/Text-to-Web,5,FALSE
48,0.1,Online Panel/Text-to-Web,5,TRUE
42,0.1,Online Panel/Text-to-Web,5,TRUE
5,0.1,Online Panel/Text-to-Web,5,TRUE
39,-0.4,Online Panel,5,TRUE
57,-0.4,Online Panel,5,TRUE
2,-0.4,Online Panel,5,TRUE
46,-1.1,Online Panel,9,TRUE
44,-1.1,Online Panel,9,TRUE
3,-1.1,Online Panel,9,TRUE
0,-1.1,Online Panel,9,TRUE
1,-1.1,Online Panel,9,TRUE
47,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
50,-0.9,Probability Panel,9.5,FALSE
45,-0.9,Probability Panel,9.5,FALSE
49,-0.9,Probability Panel,9.5,FALSE
45,-0.9,Probability Panel,9.5,FALSE
51,-0.9,Probability Panel,9.5,FALSE
45,-0.9,Probability Panel,9.5,FALSE
47,-0.9,Probability Panel,9.5,TRUE
44,-0.9,Probability Panel,9.5,TRUE
5,-0.9,Probability Panel,9.5,TRUE
1,-0.9,Probability Panel,9.5,TRUE
1,-0.9,Probability Panel,9.5,TRUE
47,-0.9,Probability Panel,9.5,TRUE
44,-0.9,Probability Panel,9.5,TRUE
5,-0.9,Probability Panel,9.5,TRUE
1,-0.9,Probability Panel,9.5,TRUE
1,-0.9,Probability Panel,9.5,TRUE
47,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
45,-1.1,Live Phone,9,TRUE
45,-1.1,Live Phone,9,TRUE
6,-1.1,Live Phone,9,TRUE
1,-1.1,Live Phone,9,TRUE
1,-1.1,Live Phone,9,TRUE
1,-1.1,Live Phone,9,TRUE
49,-1.1,Live Phone,9,FALSE
50,-1.1,Live Phone,9,FALSE
48,-0.5,Live Phone,9,TRUE
45,-0.5,Live Phone,9,TRUE
4,-0.5,Live Phone,9,TRUE
0,-0.5,Live Phone,9,TRUE
0,-0.5,Live Phone,9,TRUE
50,-0.5,Live Phone,9,FALSE
47,-0.5,Live Phone,9,FALSE
41.9,1.7,Online Panel,9,TRUE
39.4,1.7,Online Panel,9,TRUE
5.5,1.7,Online Panel,9,TRUE
1,1.7,Online Panel,9,TRUE
1.6,1.7,Online Panel,9,TRUE
45.5,1.7,Online Panel,9,TRUE
41.7,1.7,Online Panel,9,TRUE
5.3,1.7,Online Panel,9,TRUE
1.2,1.7,Online Panel,9,TRUE
1,1.7,Online Panel,9,TRUE
46.5,1.7,Online Panel,9,TRUE
43.7,1.7,Online Panel,9,TRUE
5,1.7,Online Panel,9,TRUE
0.8,1.7,Online Panel,9,TRUE
0.7,1.7,Online Panel,9,TRUE
47,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
41.8,-1,Live Phone,8,TRUE
46.8,-1,Live Phone,8,TRUE
0.4,-1,Live Phone,8,TRUE
4.8,-1,Live Phone,8,TRUE
0.4,-1,Live Phone,8,TRUE
1,-1,Live Phone,8,TRUE
41,0.2,Live Phone/Online Panel/App Panel,6,TRUE
43,0.2,Live Phone/Online Panel/App Panel,6,TRUE
5,0.2,Live Phone/Online Panel/App Panel,6,TRUE
1,0.2,Live Phone/Online Panel/App Panel,6,TRUE
1,0.2,Live Phone/Online Panel/App Panel,6,TRUE
2,0.2,Live Phone/Online Panel/App Panel,6,TRUE
43,-0.3,Live Phone/Text-to-Web,2,TRUE
45,-0.3,Live Phone/Text-to-Web,2,TRUE
6,-0.3,Live Phone/Text-to-Web,2,TRUE
1,-0.3,Live Phone/Text-to-Web,2,TRUE
1,-0.3,Live Phone/Text-to-Web,2,TRUE
0,-0.3,Live Phone/Text-to-Web,2,TRUE
48,-0.3,Live Phone/Text-to-Web,2,FALSE
48,-0.3,Live Phone/Text-to-Web,2,FALSE
46,-0.4,Probability Panel,8,TRUE
45,-0.4,Probability Panel,8,TRUE
7,-0.4,Probability Panel,8,TRUE
46,-0.1,Mail-to-Web/Mail-to-Phone,8.5,TRUE
43,-0.1,Mail-to-Web/Mail-to-Phone,8.5,TRUE
6,-0.1,Mail-to-Web/Mail-to-Phone,8.5,TRUE
1,-0.1,Mail-to-Web/Mail-to-Phone,8.5,TRUE
1,-0.1,Mail-to-Web/Mail-to-Phone,8.5,TRUE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
49,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
48,-0.3,Online Panel,3,FALSE
44,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-1.5,Live Phone,9,FALSE
46,-1.5,Live Phone,9,FALSE
