id,start_time,completion_time,year,program_of_study,gpa,writing_is_easy_for_me,i_like_to_write,i_believe_it_is_important_to_be_a_good_writer,when_i_edit_it_is_easy_for_me_to_catch_my_mistakes,i_feel_confident_sharing_my_writing,i_am_confident_in_my_overall_writing_ability,coding_is_easy_for_me,i_like_to_code,i_believe_it_is_important_to_be_a_good_coder,when_i_check_my_code_it_is_easy_for_me_to_catch_my_mistakes,i_feel_confident_sharing_my_code,i_am_confident_in_my_overall_coding_ability,ai_familiarity,used_ai_any_reason,ai_schoolwork_appropriate,ai_schoolwork_appropriate_comments,used_ai_in_sta302,ai_helpful_weekly_quiz,ai_helpful_weekly_mini_essay,ai_helpful_papers_generating_ideas,ai_helpful_papers_writing_code,ai_helpful_papers_writing_content,ai_helpful_papers_improving_content,recs_for_ai_sta302,other_comments,not_used,used_technical_q,used_conversation,used_general_knowledge,used_solving_hmk,used_check_soln,used_quick_q,used_expl_concepts,used_writing_content,used_writing_code
40,2024-04-12T13:13:08Z,2024-04-12T13:27:01Z,4th,Undeclared,2.8,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,"I think it is a faster way of googling things. If we are allowed to google things, we should also be allowed to use LLMs. That doesn't mean we should be allowed to copy straight from LLMs, but I think it means that we",Yes,Not helpful,Somewhat helpful,Very helpful,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,"I think the current policy of writing an LLM statement in the repository for a paper is good. Though this makes it hard to track code autocompletion AIs such as Copilot, so maybe it should be indicated in the header comment for the R file or something.",NA,0,1,0,0,1,1,1,1,0,1
43,2024-04-12T13:49:03Z,2024-04-12T13:56:01Z,3rd,Undeclared,2,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,It can quickly help students understand some concepts without too much searching.,Yes,Somewhat helpful,Not helpful,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,I think everything is well.,NA,0,1,0,1,0,0,1,1,0,0
44,2024-04-12T13:27:05Z,2024-04-12T13:58:00Z,3rd,Statistics,2.7,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,It should be allowed because students need to learn how to effectively and ethically use AI now. It is a very powerful tool and neglecting to allow the use of it would be a disadvantage for students.,Yes,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Very helpful,"Encouraging the use of AI was very beneficial for me and I wish I had used it earlier in all my courses. Especially being an introductory course for R, at least for me, it sped up the learning process quite a bit because it could help with all the weird errors.","AI is useful but I think the largest factor in the ability to learn is actually being in person and engaging regularly. Post-COVID everything is centered around online platforms. Maybe it just lined up with graduating from high school for me, but I performed much better in the days of requiring attendance and participation on a regular basis for every class.",0,1,1,1,1,1,1,1,1,1
45,2024-04-12T13:57:13Z,2024-04-12T14:06:05Z,4th,Education,2.9,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Inappropriate,It would be in the area of 'plagiarism' if you just copy ChatGPT's response,No,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,For explaining concepts and providing extra information on the course content.,NA,0,1,1,1,0,1,1,1,0,0
46,2024-04-12T14:15:40Z,2024-04-12T14:19:56Z,4th,Statistics,3.1,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is very different to me,Somewhat familiar,Yes,Appropriate,As long as you don't just copy and paste the entire work i think using generative AI tools should be encouraged for student's learning. It actually helps a lot.,Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,Teach how to effectively use generative AI tools.,NA,0,1,0,0,1,1,1,0,1,1
47,2024-04-12T14:10:21Z,2024-04-12T14:21:19Z,3rd,Undeclared,3.4,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,Very familiar,Yes,Appropriate,"As long as I demonstrate my originality in the work: I would look at chatgpt's answer as a direction, but I would not 100% copy paste the answer.",Yes,Somewhat helpful,Not helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,"I think it should be allowed to use it to improve content. But I think it should be limited to some extent, for example the coding part should be done mostly by individuals, so that we can actually learn R language.",NA,0,1,0,1,1,0,1,1,1,1
48,2024-04-12T14:21:14Z,2024-04-12T14:25:45Z,4th,Economics,3.3,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,AI tools help us to learn better,Yes,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,I did not use generative AI for this component,Somewhat helpful,AI can help students to write down outlines that will be helpful for learning.,NO,0,1,0,0,0,0,0,1,0,0
49,2024-04-12T14:18:34Z,2024-04-12T14:31:38Z,4th,Undeclared,3.1,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is very different to me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,"I think it makes life much more simpler. If you are stuck on something, coding or a concept,  you can ask ChatGPT and it give you a basic idea of what my problem may be. Traditionally, you would have to go through plenty of Google search and texts and at the end, you may or may not get the help that you need, but with AI tools, they always point you towards a direction",No,Not helpful,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,I did not use generative AI for this component,"I think all courses should allow for tools like ChatGPT to be used., with proper citations. Overall, I think it improves learning, especially with coding related courses. In this course, going back-and-forth with Chat definitely helped my understanding of how coding works in R.",NA,0,0,0,0,1,1,0,1,1,1
51,2024-04-12T14:37:13Z,2024-04-12T14:44:31Z,3rd,Mathematics,2.5,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,I think it is appropriate to use artificial intelligence for school assignments and situations where artificial intelligence can also be used in future work. This approach will not cause problems in future work due to current use.,Yes,Very helpful,Very helpful,Somewhat helpful,I did not use generative AI for this component,Very helpful,Somewhat helpful,"I think schools can allow students to use artificial intelligence, which does not affect their future work",NA,0,1,0,1,1,1,1,1,1,1
54,2024-04-12T15:19:21Z,2024-04-12T15:22:07Z,3rd,Undeclared,3,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,appropriate depending on the context,"inappropriate if making it do school work, appropriate for asking questions, explaining concepts, etc. if you would not have a tutor do it, dont ask chat gpt to do it",Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,help with writing and debugging code. ask it how to solve a coding problem,great course! loved sta302 this semester.,0,1,1,0,0,0,0,0,0,0
55,2024-04-12T15:33:43Z,2024-04-12T15:40:00Z,2nd,Undeclared,3.5,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,"Especially in fields such as Mathematics, ChatGPT is really bad at solving problems. Hence most of the time, ChatGPT will not be giving you the answer, but will be approaching the problem in a different way. Students catches on this approach and apply their knowledge to it.",Yes,I did not use generative AI for this component,Not helpful,Very helpful,Very helpful,Somewhat helpful,Not helpful,"I would recommend ChatGPT be used in the discussion sections of the papers. It helps considers points that you may have missed, and then you do your own research on the side",NA,0,1,0,0,1,1,0,1,0,1
56,2024-04-12T15:20:15Z,2024-04-12T15:44:33Z,4th,Undeclared,3,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,"Good for asking small questions, but shouldnt be used to get the answer",No,Very helpful,Very helpful,I did not use generative AI for this component,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,"I think the current method of usage is good, allowing the usage of it, but making sure all uses are recorded and submitted",NA,0,1,1,1,0,0,1,1,0,0
57,2024-04-12T15:41:44Z,2024-04-12T15:46:02Z,4th,Economics,3,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,Very familiar,Yes,Appropriate,"It is available to everyone for free, so I see it as another accessible resource that everyone has. If it is used, it should be referenced as you would with any other resources used during your work.",Yes,Very helpful,Somewhat helpful,I did not use generative AI for this component,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,"Students should be allowed to use it given that they reference it when used. For example, in CSC209 students are allowed and encouraged to use generative AI as long as they reference when and where it is used.",NA,0,1,0,1,1,1,1,1,1,1
58,2024-04-12T15:21:26Z,2024-04-12T15:51:17Z,3rd,Undeclared,NA,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,"Our assignments often involve some formatted writing, and remembering these formats as well as organizing them in the established ways can be very energy-consuming. Using LLM tools allows us to focus more on the depth and breadth of our thoughts, emphasizing meaningful insights rather than wasting time on formating and organizing. Moreover, as international students who are not native English speakers, we often need to spend more energy on non-native language writing and comprehension to keep up with native speakers, which I think is unfair. The powerful translation capabilities of LLMs can help us bridge this gap to some extent and promote equality in higher education.",Yes,Somewhat helpful,Very helpful,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,Very helpful,"I recommend that generative AI tools can be used for translation, solving coding problems, and assisting with the formatting and organization of academic papers.",NA,0,1,1,1,1,1,1,1,1,1
59,2024-04-12T15:56:23Z,2024-04-12T16:01:03Z,3rd,Undeclared,3,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,"Appropriate when stated clear reason and aspect of use, given that the assignment permits the use of generative AI tools",Yes,Very helpful,Somewhat helpful,Not helpful,Very helpful,I did not use generative AI for this component,Somewhat helpful,Maybe we could set aside 1 week for pure generative AI coding. (How to generate your desired code through correct prompts and how to double-check its accuracy),NA,0,1,1,1,0,1,1,1,0,1
61,2024-04-12T16:19:19Z,2024-04-12T16:28:40Z,3rd,Commerce,3.4,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,appropriate when permitted by the instructor and usage is documented,Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Very helpful,maybe a more in depth lesson on how to give AI good information to work with and how to prompt it to do certain things can be taught.,NA,0,1,1,0,0,0,0,1,1,1
62,2024-04-12T16:24:02Z,2024-04-12T16:32:10Z,3rd,Computer Science,3.7,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,"Approriate where allowed because it is going to be there in our lives realistically. Many of my courses have allowed the use of ChatGPT in certain aspects and I think it is nice as it is acknowledging the facts that in future, when we to certain tasks GPT is going to be there. At the same time, I do see the other perspective as well where we should know concepts ourselves. So in conclusion, I believe it's appropriate to help us aid (not completely do it) in schoolwork if allowed by the course.",Yes,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,I did not use generative AI for this component,Somewhat helpful,I think its used appropriately already as an aid. I believe it should continue being an aid.,NA,0,1,1,1,1,1,1,1,1,1
63,2024-04-12T16:34:06Z,2024-04-12T16:37:47Z,3rd,Undeclared,3.4,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,GPT provides assistant that professor and TA can't by being more flexible and thorough,Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Very helpful,Very helpful,Should be allowed in writing paragraphs,NA,0,1,0,1,1,1,1,1,0,1
64,2024-04-12T16:36:49Z,2024-04-12T16:43:08Z,3rd,Undeclared,2.7,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,The appropriate use of AI is also a reflection of learning ability.,Yes,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Give some questions specifically for us to ask AI to answer, if possible. I think it'll be fun.",NA,0,1,1,1,0,1,1,1,1,1
65,2024-04-12T16:41:44Z,2024-04-12T16:45:26Z,3rd,Undeclared,3,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,No,Inappropriate,I think it cannot show the study ability.,No,Not helpful,Not helpful,Somewhat helpful,Not helpful,Not helpful,Not helpful,Not to use as much as possible.,NA,0,0,0,0,0,0,0,1,0,0
66,2024-04-12T16:35:30Z,2024-04-12T16:50:13Z,4th,Undeclared,3.8,This is very different to me,This is a lot like me,This is a lot like me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is a lot like me,This somewhat describes me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Inappropriate,I think it is a crucial to be able to think for yourself. Outsourcing our thinking to generative AI tools can rob us of important learning experiences such as being able to develop our own ideas.,No,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I think they should only be used for mechanical tasks that require no original thought.,NA,0,0,0,0,0,0,0,1,0,0
67,2024-04-12T16:47:53Z,2024-04-12T17:02:35Z,3rd,Undeclared,2.5,This is very different to me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,The use of generative AI tools is a trend of the times and education should be integrated with the use of AI.,Yes,Somewhat helpful,Not helpful,Not helpful,Somewhat helpful,Somewhat helpful,Very helpful,AI tools can be used in any teaching and assignments in the future.,NA,0,1,0,1,1,1,0,1,0,1
68,2024-04-12T17:03:07Z,2024-04-12T17:10:24Z,3rd,Computer Science,3.8,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,In the context I use ChatGPT and I almost always assume it's wrong. For anything past a certain degree of difficulty in certain topics it will almost always be wrong. Thus I ask it only very generic questions.,No,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not feel the need to use ChatGPT much if at all in this course. However it definitely depends on the person. If I ever tried to generate writing the prose was far too unnatural. ChatGPT uses too many embellishing words and your prompts have to be rather long and descriptive to throughly prevent this and give what I deemed an acceptable response.,NA,0,1,0,1,1,1,1,1,1,1
69,2024-04-12T17:14:20Z,2024-04-12T17:18:09Z,3rd,Undeclared,2.2,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Somewhat familiar,Yes,Appropriate,"sometime we need Ai tools to give us ideas during homework, but we shouldn't use it to write the answer",No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Explain the ideas of the solution,no,0,1,0,0,0,0,0,1,0,0
70,2024-04-12T17:19:42Z,2024-04-12T17:25:57Z,3rd,Undeclared,3,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,appropriate with rules for usage,"Students should not use AI for everything, with some rules of usage will make it good for both student and university.",Yes,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,I did not use generative AI for this component,Very helpful,"Let students include the log of usage, just like the usage.txt included in all paper repos.",None.,0,1,1,1,1,1,1,1,1,1
71,2024-04-12T17:42:43Z,2024-04-12T17:47:04Z,3rd,Undeclared,NA,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,Somewhat familiar,Yes,Appropriate,"I think it is ethical as long as you are using it to understand course concepts, check past exams or book solutions if they are not available or to ask about coding and correct errors.",Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Not helpful,I did not use generative AI for this component,Very helpful,They can be used to refine your work or improve your writing part of the course.,NA,0,1,0,1,0,1,1,1,0,1
72,2024-04-12T18:05:07Z,2024-04-12T18:16:15Z,4th,Undeclared,2.8,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is very different to me,Somewhat familiar,Yes,Inappropriate,"I think we can use AI to give general idea of the topic if we do not understand some part of the class, it is a useful tool for checking the concept etc. In terms of school work, it can be used as a side tool but we cannot use it to do homework for us.",only used in terms of solving conceptual problem but not others,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,We can use it as a tool if we have some questions about course's conceptual ideas for a immediate response and problem solving.,NA,0,1,1,1,0,0,0,1,0,0
74,2024-04-12T18:39:19Z,2024-04-12T18:42:53Z,3rd,Undeclared,3.1,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,I believe such LLMs are a great source of learning if considered in positive aspect.,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,It should be used in the course with a positive learning aspect in order to get help with understanding of certain topics and concepts.,NA,0,1,1,1,1,1,1,1,1,1
75,2024-04-12T18:31:42Z,2024-04-12T18:44:05Z,4th,Undeclared,2.1,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,"To check if I stuck on a topic, it can give us an overview of the topic. Gives a brief idea.",Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,I think keeping the same; stating out LLMs usage will be just fine.,N/A,0,1,0,1,0,0,0,1,0,0
76,2024-04-12T18:51:35Z,2024-04-12T18:55:00Z,4th,Undeclared,3.6,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,It can save time for filter important information,Yes,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,It is a good teacher for the first learner to learn code and find the mistakes,nope,0,1,0,1,0,0,0,1,0,0
78,2024-04-12T20:18:18Z,2024-04-12T20:22:52Z,3rd,Computer Science,3.7,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Somewhat familiar,Yes,Appropriate,Generating testing framework or some coding framework should be appropriate.,Yes,Very helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Generating code framework and polishing wordings for paper,NA,0,1,0,1,0,0,0,1,0,0
79,2024-04-12T20:21:01Z,2024-04-12T20:27:12Z,3rd,Statistics,2,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,I need to use it to check the error code and I am not good at R code,Yes,Somewhat helpful,Somewhat helpful,Not helpful,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,"I'll still write code by using AI, but I'll keep the text to myself.",NA,0,1,0,0,0,1,0,1,0,1
80,2024-04-12T20:40:00Z,2024-04-12T20:47:45Z,3rd,Undeclared,3.3,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,"Limited to some liberal arts, such as history courses",Yes,I believe student can only use it if they are allowed to,"I think this software can help students improve their ability very well, as long as they are allowed and do not plagiarize",Yes,Somewhat helpful,Not helpful,Somewhat helpful,Not helpful,Somewhat helpful,Very helpful,"Generative AI can be used as an auxiliary resource to provide additional explanations, solve problems, and offer diverse perspectives on course material. It can generate practice questions, summarize texts.",NA,0,0,0,1,0,0,0,1,1,0
82,2024-04-12T21:16:58Z,2024-04-12T21:24:03Z,5th,Computer Science,2.7,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Inappropriate,"There are many ways in which generative AI can be a useful tool for learning, but my belief is that the vast majority of students get carried away and take advantage of it in order to be lazy.",Yes,I did not use generative AI for this component,Not helpful,Somewhat helpful,Very helpful,I did not use generative AI for this component,Somewhat helpful,"For this course in particular, it seems like the focus is less about code and more about writing. For that reason, I think it's fine for students to have generative AI help them with generating code for graphs, etc. In terms of writing, generative AI really struggles with prose and delivery or making insightful conclusions, but is good at generating ideas. I think the way that it is factored into this course right now is fine but in the future if it improves at writing, a lot of students are probably not going to be doing that much work. In order to combat that, it might be better to bring back more old school methods where individuals are marked for writing in person. At the same time, this might just be the natural flow of technology and so it might also be good for students to be acquainted with using generative AI as a common tool.",NA,0,1,0,1,1,1,1,1,1,1
83,2024-04-12T21:24:29Z,2024-04-12T21:29:06Z,4th,Undeclared,NA,This somewhat describes me,This is very different to me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,As long as the llm usage has been fully recorded I think it is a good tool to help students to double check and improve their work,Yes,Not helpful,Somewhat helpful,I did not use generative AI for this component,Very helpful,Very helpful,Very helpful,The current situation for using the AI tool is good,NA,0,1,1,1,0,0,1,1,1,1
84,2024-04-12T21:16:49Z,2024-04-12T21:32:47Z,4th,Undeclared,2,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,Very familiar,Yes,Appropriate,Understanding the concept and go over the practice problems. Generating code for practice purposes and be able to apply them on your projects,Yes,Somewhat helpful,Somewhat helpful,I did not use generative AI for this component,Very helpful,Somewhat helpful,Somewhat helpful,"Understanding the concept, writing code with appropriate prompts",NA,0,1,0,0,1,1,1,1,1,1
86,2024-04-12T22:08:51Z,2024-04-12T22:31:19Z,4th,Undeclared,3.1,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,"Generative AI tools with emphasis on the tool component has the capacity to be an effective tool for students. Currently, generative AI tools have yet to be integrated into the education system to the point where there is sufficient resources dedicated to information and training sessions for this tool with the potential to do good. While a tool can be used poorly, incorrectly, and maliciously, it is arguably inappropriate to deny the benefits of such technologies.",Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,"As generative AI tools have been promoted throughout this course, I believe it would be beneficial to have a brief information session regarding methods to acquire improved AI generated responses. Here is a useful video I've seen that tackles this: https://www.tiktok.com/@iamkylebalmer/video/7338389408976080161?is_from_webapp=1&web_id=7302689232530736645",NA,0,1,0,1,1,1,1,1,1,1
87,2024-04-13T01:02:31Z,2024-04-13T01:05:58Z,4th,Statistics,3.9,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,It is like a very strong mentor,Yes,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful,Very helpful,Used to help student understand the concept,NA,0,1,0,0,0,1,0,1,0,1
89,2024-04-13T08:18:10Z,2024-04-13T08:27:14Z,3rd,Undeclared,3.7,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,"As long as generative AI is used as a source of information/inspiration and not answers to be copied, I believe it is fine to use. Otherwise, I don't believe Generative AI creates the best writing or alway has correct answers so students who trust it completely would suffer consequences.",Yes,Somewhat helpful,Somewhat helpful,Not helpful,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,I think its usage now is fine. Maybe change quiz questions to be less answerable with AI to make sure students read through class notes.,NA,0,1,0,1,1,1,1,1,1,1
